chain_id,domain,model,format,response,predicted_label,ground_truth_label,correct,prompt_tokens,completion_tokens,cost
pubg_real_0019,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0019,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0020,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0021,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0022,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0023,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0024,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0025,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0026,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0027,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0028,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5.4-mini,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5.4-mini,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5.4-mini,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5.4-mini,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gpt-5.4-mini,socratic,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gemini-3-flash-preview,bullet_list,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gemini-3-flash-preview,json_schema,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gemini-3-flash-preview,dialogue,YES,YES,YES,True,80,30,0.0005
pubg_real_0029,pubg,gemini-3-flash-preview,socratic,YES,YES,YES,True,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0000,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0001,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0002,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0003,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0004,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0005,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0006,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5.4-mini,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5.4-mini,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5.4-mini,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5.4-mini,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gpt-5.4-mini,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gemini-3-flash-preview,original_paragraph,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gemini-3-flash-preview,bullet_list,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gemini-3-flash-preview,json_schema,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gemini-3-flash-preview,dialogue,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0007,pubg,gemini-3-flash-preview,socratic,YES,YES,NO,False,80,30,0.0005
pubg_shuffled_0008,pubg,gpt-5,original_paragraph,YES,YES,NO,False,80,30,0.0005
